,SeniorCitizen,Tenure,MonthlyCharges,TotalCharges,Gender,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn
1359,0,9,94.75,889.9,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
1360,1,13,95.05,1290.0,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
1361,0,4,78.45,330.05,Male,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,Yes
1362,0,4,70.2,237.95,Male,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
1363,0,72,92.0,6474.4,Female,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),No
1364,0,51,85.5,4421.95,Female,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),No
1365,0,59,41.05,2452.7,Male,Yes,No,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes
1366,0,10,85.6,813.85,Male,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes
1367,1,61,82.15,4904.85,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,No
1368,0,54,84.4,4484.05,Male,No,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,No
1369,0,33,60.9,2033.85,Female,No,No,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,No
1370,0,27,20.25,538.2,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),No
1371,1,1,79.2,79.2,Female,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes
1372,0,23,95.3,2192.9,Male,No,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,No
1373,0,1,19.85,19.85,Male,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No
1374,0,45,84.35,3858.05,Male,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,No
1375,0,39,19.85,854.8,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),No
1376,0,5,70.0,347.4,Male,No,No,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,Yes
1377,0,72,82.3,5815.15,Male,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),No
1378,0,58,66.8,3970.4,Female,Yes,Yes,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),No
1379,0,70,44.6,3058.15,Female,No,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),No
1380,0,61,98.45,6145.2,Male,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),No
1381,0,2,70.7,129.2,Male,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,No
1382,0,46,24.95,1165.9,Female,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No
1383,0,1,49.95,49.95,Female,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes
1384,0,22,69.25,1554.0,Female,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
1385,0,48,102.5,4904.25,Female,No,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No
1386,0,64,86.55,5632.55,Male,No,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),No
1387,0,72,24.3,1643.25,Male,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),No
1388,0,12,58.35,740.55,Female,Yes,Yes,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),No
1389,1,34,94.25,3217.55,Female,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,Yes
1390,0,72,68.75,4888.2,Female,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),No
1391,0,29,85.8,2440.25,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,No
1392,0,33,20.1,620.55,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),No
1393,0,1,20.35,20.35,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No
1394,0,62,110.8,6840.95,Female,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,No
1395,0,41,73.0,3001.2,Male,Yes,No,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,Yes
1396,0,64,100.05,6254.2,Female,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),Yes
1397,0,4,82.85,319.6,Female,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),No
1398,0,24,84.35,1938.05,Female,No,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,No
1399,0,14,19.55,294.5,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No
1400,0,3,19.95,58.3,Male,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No
1401,1,4,99.8,442.85,Female,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),Yes
1402,0,18,35.0,553.0,Female,No,Yes,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes
1403,0,8,66.25,546.45,Male,No,No,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No
1404,0,35,23.3,797.1,Female,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),No
1405,0,1,76.0,76.0,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,Yes
1406,0,66,25.3,1673.8,Male,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),No
1407,0,8,44.55,343.45,Male,No,Yes,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,No
1408,0,71,104.1,7412.25,Female,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),No
1409,0,43,92.55,4039.0,Female,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),No
1410,1,2,93.85,170.85,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
1411,1,29,101.45,2948.6,Male,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No
1412,0,15,84.3,1308.4,Female,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,Yes
1413,0,65,94.55,6078.75,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),No
1414,0,35,95.5,3418.2,Male,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,No
1415,0,64,100.3,6603.8,Male,No,No,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),No
1416,0,58,55.5,3166.9,Female,Yes,Yes,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No
1417,1,18,49.85,865.75,Female,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),No
1418,0,67,89.55,6373.1,Male,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),No
1419,0,63,19.15,1177.05,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,No
1420,0,60,99.8,5985.75,Female,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No
1421,1,9,84.4,732.5,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),Yes
1422,0,70,113.05,7869.05,Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No
1423,0,15,101.1,1504.05,Male,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
1424,0,48,19.95,936.7,Female,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No
1425,0,12,74.15,741.4,Male,Yes,No,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,No
1426,1,71,92.0,6585.2,Male,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,No
1427,1,44,73.85,3122.4,Male,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,No
1428,0,1,50.45,50.45,Male,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
1429,0,45,24.45,1088.25,Male,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No
1430,0,23,24.8,615.35,Female,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),No
1431,0,43,64.85,2908.2,Female,Yes,No,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),No
1432,0,35,20.75,739.9,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),No
1433,0,9,68.95,593.85,Male,Yes,No,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,No
1434,0,12,99.95,1132.75,Male,No,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,Yes
1435,1,65,109.4,7227.45,Female,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No
1436,0,2,91.4,193.6,Female,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,Yes
1437,0,27,49.0,1291.35,Male,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,No
1438,0,40,50.25,2023.55,Female,No,No,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,No
1439,1,5,75.55,349.65,Female,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),Yes
1440,0,8,19.9,153.95,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),No
1441,1,58,97.8,5458.8,Female,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),No
1442,0,52,100.3,5244.45,Female,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,No
1443,0,3,55.8,154.55,Male,Yes,No,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,No
1444,0,41,111.15,4507.15,Male,No,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,No
1445,0,20,98.55,2031.95,Male,No,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,No
1446,0,1,50.05,50.05,Male,No,Yes,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No
1447,0,4,80.8,332.45,Male,No,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),Yes
1448,0,23,20.85,473.9,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,No
1449,1,6,19.5,106.8,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),No
1450,0,8,19.35,152.6,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,No
1451,0,18,69.5,1199.4,Male,No,No,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,No
1452,1,52,48.8,2555.05,Male,No,No,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No
1453,0,31,94.5,2979.2,Male,No,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No
1454,0,29,20.65,654.85,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,No
1455,0,36,106.05,3834.4,Female,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),No
1456,0,16,100.0,1534.75,Female,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
1457,0,42,108.3,4586.15,Male,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,No
1458,0,1,20.55,20.55,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,Yes
1459,0,60,99.65,5941.05,Female,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,No
1460,0,5,85.3,424.15,Male,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,Yes
1461,0,22,95.9,2234.95,Male,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),No
1462,0,36,20.0,666.75,Male,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No
1463,0,4,70.4,281.0,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,Yes
1464,0,9,64.95,547.8,Male,No,No,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,No
1465,0,1,74.6,74.6,Male,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),No
1466,0,12,49.2,571.15,Male,Yes,Yes,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,No
1467,0,23,73.75,1756.6,Female,No,No,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,No
1468,0,62,92.3,5731.45,Male,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),No
1469,0,37,98.8,3475.55,Male,No,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),Yes
1470,0,8,19.2,156.85,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No
1471,0,31,88.65,2683.2,Male,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),No
1472,0,13,74.4,896.75,Male,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),Yes
1473,0,24,98.75,2407.3,Female,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
1474,0,45,95.95,4456.65,Male,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),No
1475,1,69,105.4,6998.95,Female,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),No
1476,0,2,20.25,36.8,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No
1477,0,61,106.0,6547.7,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,Yes
1478,0,41,104.7,4346.4,Male,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
1479,0,44,49.05,2265.0,Female,No,No,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,No
1480,0,39,35.55,1309.15,Male,No,No,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Mailed check,No
1481,0,72,65.1,4754.3,Male,Yes,Yes,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No
1482,1,13,96.85,1235.55,Female,No,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,No
1483,0,51,69.75,3562.5,Female,Yes,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),No
1484,1,71,99.2,7213.75,Female,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,No
1485,1,22,96.7,2082.95,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
1486,0,2,55.05,102.75,Female,No,No,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),Yes
1487,0,56,106.8,5914.4,Female,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,No
1488,0,1,51.25,51.25,Male,No,No,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,No
1489,0,23,57.75,1282.85,Female,Yes,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,No
1490,1,66,70.85,4738.85,Female,Yes,No,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),No
1491,0,1,19.55,19.55,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No
1492,1,19,88.2,1775.8,Male,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes
1493,0,11,79.5,795.65,Male,No,No,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No
1494,0,8,19.75,145.0,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,Yes
1495,0,52,98.15,4993.4,Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),No
1496,0,3,20.25,61.45,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,No
1497,0,51,79.15,4018.55,Female,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No
1498,1,15,75.65,1146.65,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,Yes
1499,1,64,94.25,6081.4,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,No
1500,0,37,40.2,1478.85,Female,No,No,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),No
1501,0,13,19.95,243.65,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No
1502,0,49,55.35,2633.95,Male,Yes,No,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,No
1503,1,45,102.15,4735.35,Female,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),No
1504,0,18,71.1,1247.75,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No
1505,1,1,74.7,74.7,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
1506,0,68,54.1,3794.5,Male,Yes,No,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),No
1507,0,54,19.65,1008.7,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),No
1508,1,23,88.45,2130.55,Female,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),No
1509,0,17,76.65,1313.55,Male,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,Yes
1510,0,71,80.4,5727.15,Male,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),No
1511,0,67,19.25,1372.9,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),No
1512,0,14,84.8,1203.9,Female,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,No
1513,1,1,25.8,25.8,Female,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,Yes
1514,0,63,19.5,1215.1,Female,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),No
1515,0,41,68.6,2877.05,Female,No,No,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,No
1516,0,17,92.6,1579.7,Female,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,No
1517,0,56,100.55,5514.95,Male,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,No
1518,0,5,20.55,96.1,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),No
1519,0,2,42.6,72.4,Female,No,No,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes
1520,0,3,19.6,55.25,Female,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,No
1521,0,37,67.45,2443.3,Male,No,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,No
1522,0,29,68.85,1970.5,Female,No,No,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes
1523,0,8,43.55,335.4,Male,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,No
1524,0,63,109.85,7002.95,Female,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No
1525,0,7,20.65,158.95,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No
1526,0,3,95.4,293.15,Female,No,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,No
1527,0,72,21.0,1493.75,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),No
1528,0,19,56.2,1093.4,Female,No,No,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,No
1529,0,59,18.4,1057.85,Female,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),No
1530,0,2,90.0,190.05,Male,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),Yes
1531,0,35,25.75,882.55,Female,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,No
1532,0,14,19.6,300.4,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),No
1533,0,14,75.35,1025.95,Female,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,Yes
1534,0,69,19.8,1436.95,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),No
1535,1,7,64.2,475.0,Male,Yes,No,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,No
1536,0,69,75.75,5388.15,Male,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),No
1537,0,72,78.95,5730.15,Female,Yes,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,No
1538,0,8,100.85,819.55,Male,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,Yes
1539,0,4,50.3,217.1,Female,Yes,Yes,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,No
1540,0,63,80.3,4896.35,Male,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),No
1541,0,72,19.85,1434.1,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),No
1542,0,46,21.1,937.1,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,No
