,SeniorCitizen,Tenure,MonthlyCharges,TotalCharges,Gender,Partner,Dependents,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Churn,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1509,0,-0.6259187641582799,0.3951190761205721,-0.4262640109653702,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0
1510,0,1.572980876723359,0.5197538511330314,1.5209409186295992,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
1511,0,1.4100994218432374,-1.5126238800701377,-0.4000798047456263,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
1512,0,-0.748079855318371,0.66599198714765,-0.4746397179914007,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0
1513,1,-1.2774445836787653,-1.2949284730483754,-0.9943973144106126,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1
1514,0,1.2472179669631163,-1.5043148950693068,-0.4696984693029234,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1515,0,0.3513699651224485,0.12756975909382606,0.2635254822876965,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0
1516,0,-0.6259187641582799,0.925232319173565,-0.3088431771762409,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0
1517,0,0.9621754209229035,1.1894580421999785,1.4273219032996982,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0
1518,0,-1.114563128798644,-1.4694171580658184,-0.963382155232045,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1519,0,-1.236724219958735,-0.736564680992558,-0.973838190403198,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0
1520,0,-1.1960038562387045,-1.5009913010689748,-0.9814044774574289,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
1521,0,0.18848851024232705,0.08934842809000551,0.0721623913388525,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1522,0,-0.13727439951791573,0.13587874409465645,-0.13642889258187027,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0
1523,0,-0.992402037638553,-0.7049905379894018,-0.8578070828077029,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1524,0,1.2472179669631163,1.4985522842308774,2.0838020861974043,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0
1525,0,-1.0331224013585834,-1.4660935640654862,-0.9356538087971519,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1526,0,-1.1960038562387045,1.0182929511828682,-0.8764470611191465,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0
1527,0,1.6137012404433893,-1.4544609850643233,-0.3467628490311184,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1528,0,-0.544478036718219,-0.28455589694737254,-0.5233904304982532,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0
1529,0,1.0843365120829949,-1.5408744290729617,-0.5390744832549826,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1530,0,-1.236724219958735,0.838818875164927,-0.9219330200282551,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
1531,0,0.10704778280226648,-1.2965902700485414,-0.6164138488880256,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
1532,0,-0.748079855318371,-1.5009913010689748,-0.8732484849591947,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1533,0,-0.748079855318371,0.3519123541162526,-0.5531482183587708,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
1534,0,1.491540149283298,-1.4943441130683102,-0.3718220388083964,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1535,1,-1.0331224013585834,-0.018668376920792564,-0.7962179473691815,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1536,0,1.491540149283298,0.3652067301175816,1.3713799092194365,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0
1537,0,1.6137012404433893,0.4715617381282136,1.5222644673854415,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0
1538,0,-0.992402037638553,1.1994288242009756,-0.6442083727607107,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0
1539,0,-1.1552834925186743,-0.48064794296697505,-0.9099990220797449,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1540,0,1.2472179669631163,0.5164302571326989,1.1544061498450469,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1541,0,1.6137012404433893,-1.492682316068144,-0.3730794101264466,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1542,0,0.5549717837226001,-1.4511373910639909,-0.5923473206776293,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1543,0,-1.114563128798644,0.17243827809831166,-0.8601232931304266,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
1544,0,-0.09655403579788535,-0.4906187249679717,-0.3550791470469933,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
1545,0,1.2472179669631163,1.3290489902139335,1.8780123138098803,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0
1546,0,1.125056875803025,-1.492682316068144,-0.5080813832223458,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1547,0,1.2472179669631163,1.4204478252230697,2.026801253112469,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0
1548,0,-0.30015585439803705,0.7025515211513048,-0.03559653653262918,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
1549,0,-1.2774445836787653,-0.6285478759817599,-0.9855515968924009,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1
1550,1,-1.0738427650786138,0.53304822713436,-0.804115121612373,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
1551,0,-0.42231694555812815,-1.3132082400502028,-0.7558497103159959,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1552,0,-0.05583367207785499,0.5247392421335296,0.08464786793563006,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0
1553,0,0.2699292376823878,0.5563133851366858,0.3651078492985816,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
1554,0,-0.25943549067800664,-1.4577845790646555,-0.7771147269931932,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1555,0,0.8400143297628127,1.373917509218418,1.5397353109625582,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0
1556,0,-1.2774445836787653,0.8953199731705752,-0.9653233600739468,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1557,0,-0.8295205827584314,0.08270124008934084,-0.6385832905483816,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1558,0,-0.6666391278783101,1.0249401391835327,-0.3194536263689087,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0
1559,0,-1.236724219958735,-1.4760643460664828,-0.9857942474976388,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1560,0,0.2699292376823878,-0.6551366279844181,-0.21579769964053783,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0
1561,0,-1.2774445836787653,0.338617978114924,-0.9727131739607321,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0
1562,0,-1.0331224013585834,-1.0007904040189717,-0.8969841259806305,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1563,1,-1.1552834925186743,0.15249671409631763,-0.890344323055489,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1564,1,-0.9109613101984922,1.0166311541827018,-0.6094431587739236,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0
1565,0,0.9214550572028734,0.5579751821368519,0.9837345377792021,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
1566,0,1.6137012404433893,0.35357415111641904,1.4120128560237908,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0
1567,0,-0.9109613101984922,0.10098100709116807,-0.7176212104180887,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0
1568,1,-0.8702409464784621,1.5500679912360276,-0.48383838184450373,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0
1569,0,-0.7073594915983406,-0.613591702980265,-0.723665416403101,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1570,0,-0.38159658183809775,-1.4744025490663168,-0.7945635114243788,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1571,0,-1.2774445836787653,-1.4860351280674797,-0.9969341161926435,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1572,1,-1.1960038562387045,-0.656798424984584,-0.9497054847550095,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1573,0,0.5956921474426308,1.0415581091851938,0.9316528942368134,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
1574,0,-0.7073594915983406,-1.4993295040688086,-0.8863957359338933,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1575,0,1.3693790581232073,1.15456030519649,1.9547781416487253,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0
1576,1,1.4508197855632678,-0.13665596393258747,0.748319332406745,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0
1577,0,-0.6259187641582799,1.1246479591935,-0.25358501661983107,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0
1578,0,-1.0331224013585834,-0.1748772949364084,-0.8222697987133412,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1
1579,1,-0.8295205827584314,0.5214156481331974,-0.5865678244437851,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0
1580,1,-0.4630373092781585,0.2306011731041259,-0.34530694539969214,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
1581,0,-0.4630373092781585,-0.9559218850144863,-0.6615909797541043,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
1582,0,0.9621754209229035,0.01456756308252975,0.5437207538994794,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
1583,0,-1.0738427650786138,-0.5255164619714603,-0.8852266011995661,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
1584,1,1.3286586944031766,-0.374292934956343,0.5462575556815104,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0
1585,0,0.39209032884247874,0.5214156481331974,0.4836095812383153,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0
1586,0,1.4508197855632678,1.47196353222822,2.3068641698486676,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0
1587,0,0.636412511162661,-1.2783105030467141,-0.45648504089043257,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1588,1,0.7178532386027217,1.397182667220744,1.3536443558911517,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0
1589,1,-1.0331224013585834,0.006258578081699358,-0.7879898859370295,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
1590,0,1.2472179669631163,-1.509300286069805,-0.44819080202048844,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1591,0,-0.6259187641582799,-1.4511373910639909,-0.8356817594392083,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1592,0,0.39209032884247874,0.4383257981248913,0.48718316287908897,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0
1593,0,-1.1552834925186743,-1.5259182560714666,-0.9686322319635521,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1594,0,1.2064976032430856,-1.288281285047711,-0.28281338497801195,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1595,1,-1.236724219958735,0.33030899311409323,-0.9328081789720913,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0
1596,0,-1.236724219958735,0.1857326540996403,-0.9527275877475156,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
1597,0,0.636412511162661,1.0681468611878522,0.9678298935631653,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0
1598,0,-0.2187151269579763,-1.5026530980691408,-0.7761220654263116,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1599,0,1.5322605130033289,0.5197538511330314,1.516837917486489,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0
1600,1,-1.2774445836787653,0.7989357471609396,-0.9666027905379275,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0
1601,0,0.5549717837226001,0.9933659961803764,0.896821502812234,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
1602,0,-0.09655403579788535,0.8471278601657574,0.2098335210923666,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0
1603,0,-0.7073594915983406,-0.0037122039192974848,-0.567001362003252,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0
1604,0,1.491540149283298,1.0299255301840309,1.8668724451148757,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1605,0,1.3286586944031766,-1.5026530980691408,-0.4681322699418434,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
1606,1,1.6137012404433893,1.3074456292117733,2.2800181892510025,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0
1607,1,-0.7888002190384013,0.8072447321617704,-0.48988258782951616,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0
1608,0,-0.6259187641582799,-1.4843733310673135,-0.8824692079582283,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1609,0,0.7585736023227518,1.5550533822365262,1.5179408747830243,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0
1610,0,0.7585736023227518,-0.14164135493308572,0.37135058759697026,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1611,0,1.6137012404433893,0.8703930181680832,1.8480559936359868,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0
1612,0,1.4100994218432374,0.7524054311562887,1.6054936249819822,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1613,0,0.0663274190822361,-1.4976677070686426,-0.7077166538952032,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1614,0,1.4100994218432374,-0.4590445819648153,0.5479340507722436,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0
1615,0,0.6771328748826911,-1.4860351280674797,-0.5985238815382259,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
1616,0,0.8400143297628127,-1.5076384890696393,-0.5159123800277451,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1617,0,-0.2187151269579763,-0.1765390919365745,-0.294747382926522,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1618,1,-0.38159658183809775,0.9966895901807086,0.006117308422329117,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0
1619,0,1.491540149283298,0.5563133851366858,1.444219209082616,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0
1620,0,-1.236724219958735,-1.1869116680375773,-0.9860368981028763,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1621,0,0.10704778280226648,0.7208312881531321,0.33060734506296263,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0
1622,0,0.5549717837226001,0.1940416391004707,0.41970423547707014,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1623,0,0.8807346934828432,1.0781176431888486,1.2572458881739816,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0
1624,0,0.9621754209229035,1.113015380192337,1.4244100960368455,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0
1625,0,-0.9516816739185225,0.3652067301175816,-0.7164079573919,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0
1626,0,-0.5037576729981887,-0.18484807693740488,-0.48024274105779907,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1627,0,-0.8702409464784621,0.3701921211180802,-0.6235389530236425,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1628,1,-0.09655403579788535,0.8404806721650927,0.15329593007197617,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0
1629,0,1.4508197855632678,0.205674218101634,1.0860669157517304,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
1630,1,0.2292088739623576,1.2575917192067896,0.7630107235965928,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0
1631,1,-0.6259187641582799,0.6842717541494773,-0.36013069146512416,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0
1632,0,0.636412511162661,1.373917509218418,1.2366647050206367,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0
1633,0,-1.2774445836787653,-0.6966815529885712,-0.9864560218755598,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1634,0,1.2472179669631163,-0.19149526493806956,0.6299499553425953,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
1635,0,-1.1960038562387045,0.17243827809831166,-0.9085210593023879,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
1636,0,0.636412511162661,-1.3431205860531927,-0.505610758878107,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1637,0,1.3693790581232073,-1.1736172920362484,-0.13084792866140246,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1638,0,1.4508197855632678,0.6526976111463214,1.529588103834435,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
1639,1,-0.6259187641582799,-0.6551366279844181,-0.6658042766268684,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0
1640,0,-1.0331224013585834,-1.4660935640654862,-0.9466392634706418,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1641,0,1.6137012404433893,0.7424346491552914,1.7428338675465358,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0
1642,0,-0.13727439951791573,-1.492682316068144,-0.752959962199074,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1643,0,0.18848851024232705,0.8504514541660896,0.5027569199061651,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0
1644,0,0.0663274190822361,1.4968904872307116,0.5768535910873944,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1
1645,1,0.39209032884247874,0.6610065961471517,0.5566032951230097,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0
1646,0,1.0843365120829949,0.024538345083526595,0.671288794816732,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1647,0,-0.8702409464784621,0.4898415051300408,-0.6226124688945529,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0
1648,1,1.125056875803025,0.5380336181348586,1.1379720861266738,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
1649,0,-0.2187151269579763,-0.28621769394753865,-0.37076319980372274,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
1650,0,-1.2774445836787653,0.6992279271509724,-0.9679263392937697,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1651,1,-1.2774445836787653,0.47654712912871183,-0.9708822648484837,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0
1652,0,-0.6259187641582799,-1.0090993890198023,-0.7442686587023772,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1653,0,1.0436161483629642,-1.4627699700651537,-0.48255895138052296,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1654,0,-1.2774445836787653,-1.5275800530716328,-0.9974855948409109,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1655,0,-1.1960038562387045,-0.6800635829869098,-0.9464407311572655,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
1656,0,0.8400143297628127,0.8654076271675847,1.165369545372606,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1657,0,0.10704778280226648,-1.3015756610490399,-0.6081637283099429,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
1658,0,0.7178532386027217,1.3689321182179202,1.3509310809416757,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0
1659,0,1.4508197855632678,0.2006888271011354,1.1383470916074956,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
1660,0,0.5956921474426308,-1.3082228490497045,-0.5031842528257298,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1661,1,1.3286586944031766,1.4636545472273892,2.1188761282272206,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0
1662,0,-1.114563128798644,0.16579109009764698,-0.8625718583287346,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0
1663,0,0.7585736023227518,0.9933659961803764,1.1175232578489125,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0
1664,0,0.5549717837226001,1.0398963121850278,0.9352044167316564,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0
1665,0,-0.9516816739185225,0.40176626412123606,-0.7130329080645024,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
1666,0,-0.992402037638553,-1.479387940066815,-0.9287272369749113,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1667,0,-0.748079855318371,-1.3281644130516979,-0.8638512887927154,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1668,0,0.51425142000257,1.6913207362501483,1.2555032156454564,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0
1669,0,-0.992402037638553,0.3269853991137607,-0.7636145296836033,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1670,1,-1.2774445836787653,-0.48563333396747344,-0.9836545103423605,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1
1671,0,1.3693790581232073,1.2758714862086176,2.096309621940112,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0
1672,0,1.6137012404433893,0.24389554910545452,1.2074804549543172,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1673,0,0.3513699651224485,1.6231870592433366,1.0214336181747723,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0
1674,0,-0.38159658183809775,-1.3181936310507012,-0.7360185381242945,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1675,0,-0.13727439951791573,0.46989994112804756,0.04606642170283151,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0
1676,0,-1.1552834925186743,0.5114448661322006,-0.8646674771921513,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
1677,0,-1.0738427650786138,-1.3082228490497045,-0.9381464922873213,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1678,1,1.4100994218432374,1.3506523512160928,2.098206708490153,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0
1679,1,-1.0331224013585834,-0.6318714699820923,-0.8539246731238993,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
1680,0,0.9621754209229035,-1.3397969920528607,-0.3741603082770509,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1681,0,1.6137012404433893,-1.3215172250510334,-0.18994438060975444,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
